client timestamp,button,state,x,y
375,NoButton,Move,530,247
381,NoButton,Move,530,248
389,NoButton,Move,530,250
397,NoButton,Move,530,253
405,NoButton,Move,531,259
413,NoButton,Move,534,269
421,NoButton,Move,539,280
429,NoButton,Move,546,294
437,NoButton,Move,556,313
445,NoButton,Move,568,334
453,NoButton,Move,580,355
461,NoButton,Move,591,374
469,NoButton,Move,602,390
477,NoButton,Move,611,404
485,NoButton,Move,618,414
493,NoButton,Move,624,421
501,NoButton,Move,629,427
509,NoButton,Move,633,432
517,NoButton,Move,636,436
525,NoButton,Move,637,438
533,NoButton,Move,639,440
541,NoButton,Move,641,441
549,NoButton,Move,643,444
557,NoButton,Move,645,446
565,NoButton,Move,648,448
573,NoButton,Move,650,450
581,NoButton,Move,652,451
589,NoButton,Move,654,453
597,NoButton,Move,657,454
605,NoButton,Move,659,454
613,NoButton,Move,661,455
621,NoButton,Move,663,456
629,NoButton,Move,665,456
637,NoButton,Move,666,456
645,NoButton,Move,667,456
653,NoButton,Move,669,456
661,NoButton,Move,670,456
669,NoButton,Move,673,456
677,NoButton,Move,675,456
685,NoButton,Move,676,455
693,NoButton,Move,678,453
701,NoButton,Move,679,451
709,NoButton,Move,681,448
717,NoButton,Move,682,445
725,NoButton,Move,684,440
733,NoButton,Move,686,434
741,NoButton,Move,688,428
749,NoButton,Move,691,423
756,NoButton,Move,694,417
764,NoButton,Move,697,412
772,NoButton,Move,701,407
781,NoButton,Move,708,403
789,NoButton,Move,719,399
797,NoButton,Move,731,395
805,NoButton,Move,745,392
813,NoButton,Move,762,390
821,NoButton,Move,782,387
829,NoButton,Move,806,382
837,NoButton,Move,832,378
845,NoButton,Move,859,371
853,NoButton,Move,885,367
861,NoButton,Move,909,362
869,NoButton,Move,932,358
877,NoButton,Move,956,353
885,NoButton,Move,975,348
893,NoButton,Move,987,345
901,NoButton,Move,997,341
909,NoButton,Move,1003,338
917,NoButton,Move,1006,336
925,NoButton,Move,1008,334
933,NoButton,Move,1009,332
940,NoButton,Move,1009,331
949,NoButton,Move,1009,328
957,NoButton,Move,1007,325
965,NoButton,Move,1004,321
973,NoButton,Move,997,315
981,NoButton,Move,989,309
989,NoButton,Move,979,303
997,NoButton,Move,968,297
1005,NoButton,Move,954,291
1013,NoButton,Move,937,286
1021,NoButton,Move,918,282
1028,NoButton,Move,900,278
1036,NoButton,Move,877,275
1044,NoButton,Move,852,274
1053,NoButton,Move,830,274
1061,NoButton,Move,802,274
1073,NoButton,Move,775,274
1077,NoButton,Move,750,274
1085,NoButton,Move,730,277
1093,NoButton,Move,714,279
1101,NoButton,Move,701,282
1108,NoButton,Move,689,283
1117,NoButton,Move,681,284
1125,NoButton,Move,675,285
1132,NoButton,Move,673,285
1141,NoButton,Move,672,285
1148,NoButton,Move,672,285
1309,NoButton,Move,673,285
1317,NoButton,Move,678,285
1325,NoButton,Move,687,283
1333,NoButton,Move,701,282
1341,NoButton,Move,723,280
1349,NoButton,Move,753,280
1357,NoButton,Move,788,280
1365,NoButton,Move,826,280
1373,NoButton,Move,864,280
1381,NoButton,Move,900,280
1389,NoButton,Move,935,280
1397,NoButton,Move,962,280
1404,NoButton,Move,984,280
1412,NoButton,Move,1001,280
1420,NoButton,Move,1014,280
1429,NoButton,Move,1028,281
1437,NoButton,Move,1038,281
1445,NoButton,Move,1049,283
1453,NoButton,Move,1056,285
1461,NoButton,Move,1060,288
1469,NoButton,Move,1064,289
1477,NoButton,Move,1065,291
1485,NoButton,Move,1066,292
1493,NoButton,Move,1066,293
1501,NoButton,Move,1066,296
1509,NoButton,Move,1066,301
1516,NoButton,Move,1065,306
1524,NoButton,Move,1064,311
1533,NoButton,Move,1063,318
1541,NoButton,Move,1061,325
1549,NoButton,Move,1060,333
1557,NoButton,Move,1059,340
1565,NoButton,Move,1057,347
1573,NoButton,Move,1056,352
1580,NoButton,Move,1056,353
1589,NoButton,Move,1056,354
1597,NoButton,Move,1056,355
1613,NoButton,Move,1056,355
1620,NoButton,Move,1056,357
1628,NoButton,Move,1059,357
1637,NoButton,Move,1062,357
1644,NoButton,Move,1069,358
1653,NoButton,Move,1076,358
1661,NoButton,Move,1088,357
1669,NoButton,Move,1100,353
1677,NoButton,Move,1111,346
1685,NoButton,Move,1124,338
1693,NoButton,Move,1136,328
1701,NoButton,Move,1146,319
1709,NoButton,Move,1155,309
1717,NoButton,Move,1163,299
1725,NoButton,Move,1168,288
1733,NoButton,Move,1172,280
1740,NoButton,Move,1172,273
1748,NoButton,Move,1170,262
1756,NoButton,Move,1164,252
1765,NoButton,Move,1150,240
1773,NoButton,Move,1128,224
1781,NoButton,Move,1096,206
1789,NoButton,Move,1060,190
1797,NoButton,Move,1022,179
1805,NoButton,Move,981,170
1813,NoButton,Move,942,164
1821,NoButton,Move,901,161
1828,NoButton,Move,854,159
1836,NoButton,Move,808,159
1844,NoButton,Move,755,164
1853,NoButton,Move,701,166
1861,NoButton,Move,646,172
1869,NoButton,Move,593,180
1877,NoButton,Move,542,189
1884,NoButton,Move,495,197
1893,NoButton,Move,454,208
1901,NoButton,Move,423,220
1909,NoButton,Move,398,229
1917,NoButton,Move,382,239
1925,NoButton,Move,375,247
1932,NoButton,Move,369,256
1941,NoButton,Move,367,263
1949,NoButton,Move,367,268
1957,NoButton,Move,368,277
1965,NoButton,Move,371,284
1973,NoButton,Move,374,290
1981,NoButton,Move,377,296
1989,NoButton,Move,381,302
1996,NoButton,Move,387,308
2005,NoButton,Move,393,315
2013,NoButton,Move,399,324
2021,NoButton,Move,406,334
2029,NoButton,Move,411,342
2037,NoButton,Move,417,351
2044,NoButton,Move,422,358
2053,NoButton,Move,426,363
2061,NoButton,Move,428,367
2069,NoButton,Move,430,368
2077,NoButton,Move,431,369
2085,NoButton,Move,433,369
2093,NoButton,Move,435,369
2101,NoButton,Move,438,369
2108,NoButton,Move,444,369
2117,NoButton,Move,451,369
2125,NoButton,Move,459,365
2133,NoButton,Move,470,362
2141,NoButton,Move,484,357
2149,NoButton,Move,501,351
2157,NoButton,Move,521,342
2164,NoButton,Move,542,332
2172,NoButton,Move,562,323
2181,NoButton,Move,583,314
2189,NoButton,Move,603,306
2196,NoButton,Move,623,299
2205,NoButton,Move,642,293
2213,NoButton,Move,660,289
2221,NoButton,Move,677,284
2229,NoButton,Move,689,281
2237,NoButton,Move,697,279
2245,NoButton,Move,703,277
2253,NoButton,Move,705,276
2268,NoButton,Move,706,276
2349,NoButton,Move,706,276
2405,Left,Pressed,706,276
2420,NoButton,Drag,707,274
2428,NoButton,Drag,709,273
2437,NoButton,Drag,711,272
2445,NoButton,Drag,714,271
2453,NoButton,Drag,720,269
2453,Left,Released,720,269
2461,NoButton,Move,729,267
2469,NoButton,Move,740,264
2477,NoButton,Move,755,263
2485,NoButton,Move,769,263
2493,NoButton,Move,785,263
2501,NoButton,Move,800,263
2509,NoButton,Move,816,263
2517,NoButton,Move,829,265
2525,NoButton,Move,838,266
2533,NoButton,Move,845,267
2541,NoButton,Move,852,269
2549,NoButton,Move,856,270
2557,NoButton,Move,860,272
2565,NoButton,Move,862,275
2573,NoButton,Move,865,278
2581,NoButton,Move,867,281
2589,NoButton,Move,870,285
2597,NoButton,Move,873,289
2605,NoButton,Move,874,293
2613,NoButton,Move,876,295
2620,NoButton,Move,876,296
2637,NoButton,Move,876,297
