0.68
0.88
0.67
0.94
0.7
0.53
0.8
0.85
0.91
0.89
0.55
0.9
0.78
0.76
0.89
0.83
0.53
0.42
0.8
0.77
0.56
0.89
0.83
0.78
0.79
0.9
0.8
0.6901262114010228
0.31
0.75
0.81
0.73
0.83
0.59
