@relation vegleges

@attribute Euklideszi numeric
@attribute Xtav numeric
@attribute Ytav numeric
@attribute Pontonkentitav numeric
@attribute Sebesseg numeric
@attribute Xsebesseg numeric
@attribute Ysebesseg numeric
@attribute Atlagsebesseg numeric
@attribute Xatlagszabesseg numeric
@attribute Yatlagsebesseg numeric
@attribute Gyorsulas numeric
@attribute Xgyorsulas numeric
@attribute Ygyorsulas numeric
@attribute Pontonkentigyorsulas numeric
@attribute Xpontonkentigyosulas numeric
@attribute Ypontonkentigyorsulas numeric
@attribute jerkue numeric
@attribute jerkpontonkenti numeric
@attribute ossszszog numeric
@attribute atlagszogseb numeric
@attribute mozgaspontok numeric
@attribute milyen numeric
@attribute melyikgomb numeric
@attribute userid {0,1}

@data
340.847473,296,169,389.364672,0.236371,0.20527,0.117198,-0.000695,0.697699,0.495384,0.000164,0.000142,0.000081,0.527303,0.408022,0.280587,0,0.350674,20.323389,-0.000695,209,1,1,0
161.523992,121,107,560.919635,0.243259,0.182229,0.161145,0.001538,0.424348,0.920912,0.000366,0.000274,0.000243,0.133391,0.053131,0.116182,0.000001,0.016893,50.080803,0.001538,66,1,1,0
1139.737689,1139,41,3905.716948,0.002926,0.002924,0.000105,0.000001,2.14734,0.281975,0,0,0,0.279184,0.270462,0.035637,0,0.035334,238.793137,0.000001,220,1,1,0
778.927468,718,302,2069.448691,0.022743,0.020964,0.008818,-0.000036,0.574227,0.219729,0.000001,0.000001,0,0.084313,0.072279,0.027754,0,0.010673,131.63142,-0.000036,386,1,1,0
236.433923,235,26,238.932217,0.02775,0.027582,0.003052,-0.000021,0.753762,0.105263,0.000003,0.000003,0,0.095959,0.094342,0.013158,0,0.012042,18.95841,-0.000021,38,1,1,0
39.012818,39,1,4797.385668,0.000311,0.000311,0.000008,-0.000004,2.512993,1.025162,0,0,0,0.454983,0.397992,0.163205,0,0.079179,231.564348,-0.000004,236,1,1,0
654.82364,545,363,988.88176,0.282983,0.235523,0.156871,-0.000565,0.589512,0.364874,0.000122,0.000102,0.000068,0.096718,0.075968,0.047584,0,0.012663,76.119777,-0.000565,169,0,1,0
282.453536,216,182,9741.476009,0.01704,0.013031,0.01098,-0.000232,1.039654,0.173503,0.000001,0.000001,0.000001,0.137593,0.130716,0.021812,0,0.017384,495.57133,-0.000232,1106,1,1,0
886.47899,154,873,1005.40473,0.583594,0.101382,0.57472,-0.001772,0.310816,0.760121,0.000384,0.000067,0.000378,0.109142,0.038824,0.094608,0,0.013736,1.624601,-0.001772,140,1,1,0
21.931712,16,15,106.580134,0.026779,0.019536,0.018315,-0.003451,0.180733,0.105314,0.000033,0.000024,0.000022,0.029583,0.023786,0.013726,0,0.004024,54.487383,-0.003451,59,1,1,0
113.225439,34,108,123.062716,0.012138,0.003645,0.011578,0.000166,0.088329,0.300222,0.000001,0,0.000001,0.039846,0.010292,0.037093,0,0.004924,23.203903,0.000166,44,1,1,0
701.293091,86,696,879.871516,0.460771,0.056505,0.457293,-0.000373,0.441695,0.783149,0.000303,0.000037,0.0003,0.142359,0.067346,0.116592,0,0.0255,129.218355,-0.000373,117,1,1,0
209.611546,169,124,231.049378,0.112272,0.09052,0.066417,-0.001154,0.226707,0.162476,0.00006,0.000048,0.000036,0.039343,0.029222,0.020677,0,0.005104,60.970457,-0.001154,95,0,1,0
276.842916,249,121,1146.510507,0.238658,0.214655,0.10431,-0.000195,1.290374,0.500874,0.000206,0.000185,0.00009,0.209084,0.166611,0.063381,0,0.027368,8.316385,-0.000195,89,0,2,0
139.230026,139,8,165.170824,0.195274,0.194951,0.01122,-0.001124,0.292251,0.07838,0.000274,0.000273,0.000016,0.040069,0.036468,0.009014,0,0.004992,1.338145,-0.001124,60,1,1,0
690.690234,458,517,878.241877,0.320655,0.212628,0.240019,-0.000798,0.587958,0.865027,0.000149,0.000099,0.000111,0.193488,0.104977,0.154014,0,0.044212,44.133205,-0.000798,110,1,1,0
20.808652,17,12,23.601126,0.007327,0.005986,0.004225,0.000301,0.090476,0.053123,0.000003,0.000002,0.000001,0.01525,0.012171,0.006936,0,0.002059,7.388701,0.000301,25,1,1,0
54.037024,54,2,83.325403,0.061969,0.061927,0.002294,-0.000068,0.206568,0.021437,0.000071,0.000071,0.000003,0.027651,0.025848,0.002646,0,0.00349,40.608718,-0.000068,46,1,1,0
504.143829,215,456,3059.108462,0.145245,0.061942,0.131374,-0.00036,1.099002,1.095312,0.000042,0.000018,0.000038,0.212296,0.137604,0.138157,0,0.02682,90.043176,-0.00036,226,1,1,0
281.113856,281,8,288.498007,0.078283,0.078251,0.002228,-0.000156,0.492731,0.019107,0.000022,0.000022,0.000001,0.062112,0.061514,0.002074,0,0.007793,80.293863,-0.000156,70,1,1,0
14.866069,11,10,17.422981,0.034653,0.025641,0.02331,-0.008293,0.104167,0.101616,0.000081,0.00006,0.000054,0.020273,0.014013,0.013147,0,0.002719,7.557195,-0.008293,14,1,1,0
741.766136,491,556,2928.406801,0.000556,0.000368,0.000417,0.000769,0.872173,0.891748,0,0,0,0.186199,0.109991,0.113344,0,0.023787,143.710122,0.000769,249,1,1,0
17.464249,4,17,21.892922,0.022107,0.005063,0.021519,0.000726,0.038608,0.078925,0.000028,0.000006,0.000027,0.012555,0.004714,0.009654,0,0.001575,11.474393,0.000726,24,0,1,0
974.127815,971,78,1432.583351,0.339181,0.338092,0.027159,0.001307,2.496281,0.347897,0.000118,0.000118,0.000009,0.320557,0.313404,0.043769,0,0.040375,28.868384,0.001307,70,0,1,0
1387.270702,1238,626,1881.758268,0.237506,0.21195,0.107173,-0.000405,0.496232,0.438147,0.000041,0.000036,0.000018,0.092869,0.062395,0.054793,0,0.011718,268.655701,-0.000405,313,0,1,0
28.284271,28,4,30.359174,0.034077,0.033735,0.004819,-0.000208,0.089618,0.015226,0.000041,0.000041,0.000006,0.009696,0.008736,0.001568,0,0.000981,30.102239,-0.000208,27,1,1,0
555.236886,448,328,1306.029814,0.011415,0.00921,0.006743,0.000035,0.719911,0.778757,0,0,0,0.118707,0.073907,0.080388,0,0.012287,108.658785,0.000035,115,1,1,0
115.693561,112,29,326.170465,0.041349,0.040029,0.010365,-0.000409,0.177825,0.038366,0.000015,0.000014,0.000004,0.024225,0.022819,0.004954,0,0.003157,125.734778,-0.000409,217,0,1,0
0,0,0,72.343641,0,0,0,-0.000076,0.106445,0.1125,0,0,0,0.0212,0.01331,0.013207,0,0.002669,17.421242,-0.000076,35,1,1,0
9.055385,1,9,15.414214,0.012863,0.00142,0.012784,0.000795,0.01739,0.044573,0.000018,0.000002,0.000018,0.00756,0.002156,0.005719,0,0.00097,26.080753,0.000795,29,1,1,0
196.725697,26,195,503.265681,0.103704,0.013706,0.102794,-0.00099,0.101682,0.494488,0.000055,0.000007,0.000054,0.077114,0.015736,0.073007,0,0.013634,10.223903,-0.00099,120,0,1,0
406.388976,44,404,1783.18027,0.009292,0.001006,0.009237,-0.000062,1.608628,0.42306,0,0,0,0.218536,0.200724,0.052663,0,0.027546,144.742649,-0.000062,125,1,1,0
54,0,54,57.365058,0.086677,0,0.086677,0.000142,0.024229,0.169318,0.000139,0,0.000139,0.018102,0.002317,0.017003,0,0.001977,6.072168,0.000142,28,1,1,0
43.289722,5,43,43.402432,0.26888,0.031056,0.267081,0.000946,0.060606,0.47868,0.00167,0.000193,0.001659,0.064951,0.008207,0.06431,0.00001,0.008959,2.89862,0.000946,11,1,1,0
523.034416,6,523,913.724899,0.011416,0.000131,0.011415,0.000029,0.142471,0.202584,0,0,0,0.038403,0.018144,0.025978,0,0.004966,591.604059,0.000029,380,1,1,0
637.974921,616,166,720.438004,0.431064,0.416216,0.112162,0.000233,0.921816,0.435634,0.000291,0.000281,0.000076,0.135533,0.11629,0.055129,0,0.017194,39.325751,0.000233,84,1,1,0
15.132746,15,2,968.934651,0.004625,0.004584,0.000611,0.00072,0.380886,0.182921,0.000001,0.000001,0,0.058579,0.047985,0.022636,0,0.007409,131.457501,0.00072,255,0,2,0
40.804412,24,33,42.69351,0.197123,0.115942,0.15942,-0.004965,0.193993,0.287037,0.000952,0.00056,0.00077,0.046607,0.025467,0.037746,0.000005,0.006175,4.081651,-0.004965,15,0,2,0
11.661904,10,6,12.307136,0.01499,0.012853,0.007712,0.000222,0.091064,0.049397,0.000019,0.000017,0.00001,0.013316,0.011106,0.005897,0,0.001631,7.276826,0.000222,12,1,1,0
357.145629,172,313,8955.176512,0.003436,0.001655,0.003011,-0.001687,3.210796,1.373543,0,0,0,0.553288,0.473521,0.203397,0,0.09981,99.56153,-0.001687,292,0,1,0
304.080581,7,304,2512.005778,0.187936,0.004326,0.187886,-0.00061,3.616712,0.46054,0.000116,0.000003,0.000116,0.877192,0.865232,0.101487,0,0.307382,53.07536,-0.00061,100,0,1,0
98.270036,84,51,1111.615589,0.026704,0.022826,0.013859,-0.000054,0.237397,0.720568,0.000007,0.000006,0.000004,0.098712,0.029727,0.090377,0,0.012421,121.834463,-0.000054,175,1,1,0
197.648678,197,16,202.80028,0.038907,0.03878,0.00315,-0.000393,0.322875,0.022201,0.000008,0.000008,0.000001,0.040842,0.040079,0.002557,0,0.005109,0,-0.000393,74,1,1,0
35.608988,28,22,39.9454,0.041071,0.032295,0.025375,0.000619,0.154582,0.118095,0.000047,0.000037,0.000029,0.027991,0.02079,0.015523,0,0.003863,26.168106,0.000619,22,1,1,0
451.878302,437,115,1190.114473,0.085729,0.082906,0.021817,-0.000196,0.317317,0.207035,0.000016,0.000016,0.000004,0.059624,0.040171,0.026369,0,0.007635,59.557178,-0.000196,318,0,1,0
52.554733,49,19,53.99809,0.298606,0.278409,0.107955,0.006573,0.380518,0.147879,0.001697,0.001582,0.000613,0.052555,0.047606,0.018719,0.00001,0.006623,11.182488,0.006573,16,0,2,0
232.33166,203,113,235.424787,0.360204,0.314729,0.175194,-0.000104,0.648187,0.362146,0.000558,0.000488,0.000272,0.077834,0.066978,0.037532,0.000001,0.008076,35.303032,-0.000104,32,1,1,0
166.901168,120,116,168.026946,0.651958,0.46875,0.453125,-0.000017,0.60377,0.577401,0.002547,0.001831,0.00177,0.105976,0.076352,0.072722,0.00001,0.01344,14.60693,-0.000017,25,1,1,0
