client timestamp,button,state,x,y
202,NoButton,Move,505,268
209,NoButton,Move,506,268
217,NoButton,Move,508,271
225,NoButton,Move,511,273
233,NoButton,Move,516,277
241,NoButton,Move,523,282
249,NoButton,Move,534,288
257,NoButton,Move,549,294
265,NoButton,Move,571,303
273,NoButton,Move,599,313
281,NoButton,Move,631,321
289,NoButton,Move,664,330
297,NoButton,Move,696,336
305,NoButton,Move,725,343
313,NoButton,Move,751,347
321,NoButton,Move,775,352
329,NoButton,Move,794,356
337,NoButton,Move,810,360
345,NoButton,Move,822,363
353,NoButton,Move,834,367
361,NoButton,Move,845,372
369,NoButton,Move,856,377
377,NoButton,Move,865,383
385,NoButton,Move,875,387
393,NoButton,Move,883,391
400,NoButton,Move,891,393
408,NoButton,Move,898,394
416,NoButton,Move,904,395
424,NoButton,Move,909,396
432,NoButton,Move,915,397
441,NoButton,Move,922,399
448,NoButton,Move,930,401
457,NoButton,Move,942,402
465,NoButton,Move,953,402
473,NoButton,Move,968,402
481,NoButton,Move,981,402
489,NoButton,Move,993,402
497,NoButton,Move,1003,402
505,NoButton,Move,1014,402
513,NoButton,Move,1020,401
521,NoButton,Move,1022,401
529,NoButton,Move,1023,401
537,NoButton,Move,1024,401
545,NoButton,Move,1024,401
561,NoButton,Move,1024,400
569,NoButton,Move,1024,400
577,NoButton,Move,1022,400
585,NoButton,Move,1017,400
593,NoButton,Move,1011,402
601,NoButton,Move,1004,405
609,NoButton,Move,996,410
632,NoButton,Move,984,416
633,NoButton,Move,974,423
633,NoButton,Move,962,429
641,NoButton,Move,951,436
649,NoButton,Move,940,441
657,NoButton,Move,930,446
665,NoButton,Move,917,451
673,NoButton,Move,905,455
681,NoButton,Move,894,458
688,NoButton,Move,882,462
697,NoButton,Move,871,464
705,NoButton,Move,862,465
713,NoButton,Move,855,465
721,NoButton,Move,847,465
729,NoButton,Move,838,465
737,NoButton,Move,830,465
745,NoButton,Move,823,465
753,NoButton,Move,815,465
761,NoButton,Move,808,464
769,NoButton,Move,801,463
777,NoButton,Move,794,461
785,NoButton,Move,787,460
793,NoButton,Move,779,458
801,NoButton,Move,772,457
809,NoButton,Move,768,456
816,NoButton,Move,763,455
825,NoButton,Move,758,454
833,NoButton,Move,755,453
841,NoButton,Move,751,453
849,NoButton,Move,749,452
857,NoButton,Move,747,451
865,NoButton,Move,746,450
873,NoButton,Move,743,450
881,NoButton,Move,741,448
888,NoButton,Move,738,447
897,NoButton,Move,733,444
905,NoButton,Move,729,441
913,NoButton,Move,722,438
921,NoButton,Move,714,435
929,NoButton,Move,707,432
937,NoButton,Move,702,430
944,NoButton,Move,697,428
952,NoButton,Move,693,427
960,NoButton,Move,689,426
968,NoButton,Move,686,425
977,NoButton,Move,684,423
985,NoButton,Move,683,423
1001,NoButton,Move,682,422
1017,NoButton,Move,682,422
1025,NoButton,Move,681,422
1033,NoButton,Move,679,421
1040,NoButton,Move,678,421
1049,NoButton,Move,674,419
1056,NoButton,Move,671,418
1065,NoButton,Move,666,416
1072,NoButton,Move,658,413
1081,NoButton,Move,650,409
1089,NoButton,Move,640,406
1097,NoButton,Move,629,401
1105,NoButton,Move,618,397
1113,NoButton,Move,607,393
1121,NoButton,Move,598,391
1129,NoButton,Move,588,388
1137,NoButton,Move,581,386
1145,NoButton,Move,574,385
1153,NoButton,Move,570,385
1161,NoButton,Move,567,384
1168,NoButton,Move,566,384
1176,NoButton,Move,566,384
1185,NoButton,Move,565,384
1345,NoButton,Move,564,384
1352,NoButton,Move,563,384
1361,NoButton,Move,563,385
1368,NoButton,Move,562,387
1377,NoButton,Move,561,389
1385,NoButton,Move,560,391
1393,NoButton,Move,560,393
1401,NoButton,Move,560,396
1408,NoButton,Move,559,399
1417,NoButton,Move,559,401
1425,NoButton,Move,559,403
1432,NoButton,Move,559,405
1440,NoButton,Move,559,408
1449,NoButton,Move,559,410
1456,NoButton,Move,559,412
1464,NoButton,Move,559,415
1472,NoButton,Move,559,418
1480,NoButton,Move,559,420
1488,NoButton,Move,560,422
1496,NoButton,Move,561,424
1504,NoButton,Move,562,426
